Report Number,Category,Offense Parent Group,Offense,MCPP,Longitude,Latitude
2023-199929,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3377929,47.60974973
2023-200158,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3268042,47.61521815
2023-200920,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.3017325,47.7115236
2023-202230,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3245839,47.60957018
2023-202521,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2823449,47.53704403
2023-202977,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3295143,47.60405522
2023-203792,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.2981507,47.57835005
2023-204314,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.32945,47.60901496
2023-205987,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3327144,47.60419712
2023-206056,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3167334,47.61288923
2023-206330,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3219184,47.70858578
2023-207170,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3207624,47.61296336
2023-207264,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.3016227,47.58590521
2023-207624,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3167817,47.60310004
2023-207920,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3254793,47.60170403
2023-208406,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH ADMIRAL,-122.3821761,47.58397256
2023-208790,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGH POINT,-122.376338,47.55014223
2023-210223,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH DELRIDGE,-122.3617565,47.5528129
2023-210257,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2644964,47.52240866
2023-210280,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH ADMIRAL,-122.380699,47.58451385
2023-211049,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3696925,47.66146817
2023-212238,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2651323,47.51682248
2023-212525,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3324467,47.61061415
2023-214894,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MILLER PARK,-122.3053491,47.62320744
2023-215734,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3395592,47.71957124
2023-218250,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.320332,47.59918733
2023-219425,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.295499,47.575874
2023-221186,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3387015,47.61074295
2023-223251,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.355992,47.61780244
2023-223725,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2874439,47.5390971
2023-225881,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3270316,47.59583677
2023-226482,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3435477,47.62758187
2023-226635,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3224465,47.59876685
2023-227428,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3330404,47.60455383
2023-228204,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MORGAN,-122.3935229,47.53803809
2023-229512,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3448525,47.71477675
2023-230599,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3308075,47.60046424
2023-231804,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.2978914,47.60062059
2023-232906,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MID BEACON HILL,-122.2944782,47.55828272
2023-233051,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH ADMIRAL,-122.3745709,47.58370585
2023-265110,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3191489,47.62607539
